feature_ID	gene_symbol	chromosome
ENSRNOG00000004730	Meis2	3
ENSRNOG00000004731	Ano3	3
ENSRNOG00000004733	Wdr25	6
ENSRNOG00000004735	Gzf1	3
ENSRNOG00000004736	Ralgps2	13
ENSRNOG00000004737	Cd48	13
ENSRNOG00000004740	Mmadhc	3
ENSRNOG00000004741	Rpl19	10
ENSRNOG00000004742	Chp1	3
ENSRNOG00000004743	Cdcp1	8
ENSRNOG00000004744	Lratd2	7
ENSRNOG00000004747	Slc30a8	7
ENSRNOG00000004749	Slc30a1	13
ENSRNOG00000004751	Jkamp	6
ENSRNOG00000004752	Nalcn	15
ENSRNOG00000004753	Napb	3
ENSRNOG00000004754	Tc2n	6
ENSRNOG00000004755	Commd9	3
ENSRNOG00000004756	Syt2	13
ENSRNOG00000004760	Lars2	8
ENSRNOG00000004763	Sirpa	3
ENSRNOG00000004766	Glis2	10
ENSRNOG00000004768	Myf5	7
ENSRNOG00000004772	Cytip	3
ENSRNOG00000004773	Yaf2	7
ENSRNOG00000004774	Ccdc175	6
ENSRNOG00000004775	Cstf1	3
ENSRNOG00000004776	Ftsj1	X
ENSRNOG00000004777	Esf1	3
ENSRNOG00000004778	Cnga1	14
ENSRNOG00000004779	Cstl1	3
ENSRNOG00000004781	Crmp1	14
ENSRNOG00000004783	Fam171b	3
ENSRNOG00000004784	Ndufaf5	3
ENSRNOG00000004786	Cyp4f1	7
ENSRNOG00000004787	AABR07053185.1	3
ENSRNOG00000004789	Utp25	13
ENSRNOG00000004793	Ncln	7
ENSRNOG00000004794	Rtn1	6
ENSRNOG00000004795	Pof1b	X
ENSRNOG00000004805	Stac2	10
ENSRNOG00000004806	Strn	6
ENSRNOG00000004807	Arf1	10
ENSRNOG00000004808	Cst11	3
ENSRNOG00000004810	Plcb1	3
ENSRNOG00000004812	Sema6d	3
ENSRNOG00000004813	Rtcb	7
ENSRNOG00000004814	Elob	10
ENSRNOG00000004819	Porcn	X
ENSRNOG00000004820	Sar1b	10
ENSRNOG00000004821	Sntb1	7
ENSRNOG00000004823	Dock4	6
ENSRNOG00000004826	Sos2	6
ENSRNOG00000004827	Papola	6
ENSRNOG00000004828	Acvr1c	3
ENSRNOG00000004829	Immp1l	3
ENSRNOG00000004831	Arid2	7
ENSRNOG00000004834	Llgl2	10
ENSRNOG00000004837	Limd1	8
ENSRNOG00000004839	B4galnt1	7
ENSRNOG00000004841	Akap6	6
ENSRNOG00000004842	Dnajc24	3
ENSRNOG00000004843	Pole3	7
ENSRNOG00000004844	Med30	7
ENSRNOG00000004846	Atp6v1c1	7
ENSRNOG00000004852	Sel1l2	3
ENSRNOG00000004854	Has2	7
ENSRNOG00000004857	L2hgdh	6
ENSRNOG00000004858	Cstdc1	3
ENSRNOG00000004861	Itga4	3
ENSRNOG00000004863	Mpped2	3
ENSRNOG00000004864	Prpf40a	3
ENSRNOG00000004865	Pkd1l1	14
ENSRNOG00000004869	Dach2	X
ENSRNOG00000004870	Dyrk3	13
ENSRNOG00000004873	Prkch	6
ENSRNOG00000004874	Flrt3	3
ENSRNOG00000004875	Ccer1	7
ENSRNOG00000004878	Myf6	7
ENSRNOG00000004882	Capn6	X
ENSRNOG00000004883	Erh	6
ENSRNOG00000004888	Spred2	14
ENSRNOG00000004889	Vangl2	13
ENSRNOG00000004890	Adcy8	7
ENSRNOG00000004891	Arl14ep	3
ENSRNOG00000004893	Dmac2l	6
ENSRNOG00000004898	Fshb	3
ENSRNOG00000004899	Kcns3	6
ENSRNOG00000004900	Crhr1	10
ENSRNOG00000004901	Slc4a1ap	6
ENSRNOG00000004903	Ebp	X
ENSRNOG00000004904	Pa2g4	7
ENSRNOG00000004906	AABR07058116.1	7
ENSRNOG00000004908	Smc6	6
ENSRNOG00000004909	Cnot2	7
ENSRNOG00000004910	Eif2d	13
ENSRNOG00000004912	Itgav	3
ENSRNOG00000004914	4933412E24Rikl	7
ENSRNOG00000004917	Rasal2	13
ENSRNOG00000004918	Kcna4	3
ENSRNOG00000004920	Or4k35	3
ENSRNOG00000004921	Nusap1	3
ENSRNOG00000004923	Map4k5	6
ENSRNOG00000004925	Ppp1r12a	7
ENSRNOG00000004927	Supt7l	6
ENSRNOG00000004928	Sntg2	6
ENSRNOG00000004932	Sel1l3	14
ENSRNOG00000004936	Sdc2	7
ENSRNOG00000004937	Csmd3	7
ENSRNOG00000004939	Ttll6	10
ENSRNOG00000004940	Rnf215	14
ENSRNOG00000004941	Gpn1	6
ENSRNOG00000004946	Cst12	3
ENSRNOG00000004947	LOC102546572	7
ENSRNOG00000004951	Kif16b	3
ENSRNOG00000004956	Jade2	10
ENSRNOG00000004958	Slc22a22	7
ENSRNOG00000004959	Actr2	14
ENSRNOG00000004962	Prdm4	7
ENSRNOG00000004964	Erbb3	7
ENSRNOG00000004966	Slc38a11	3
ENSRNOG00000004967	Snrpb2	3
ENSRNOG00000004968	Ncapg2	6
ENSRNOG00000004971	Txlng	X
ENSRNOG00000004972	Upp1	14
ENSRNOG00000004973	Ppp2r5c	6
ENSRNOG00000004976	Tlx3	10
ENSRNOG00000004978	Prkacb	2
ENSRNOG00000004980	Rangrf	10
ENSRNOG00000004989	Cst8	3
ENSRNOG00000004992	Rab1a	14
ENSRNOG00000004994	Agr3	6
ENSRNOG00000004996	Zcrb1	7
ENSRNOG00000004998	Jakmip1	14
ENSRNOG00000005003	Ptprn2	6
ENSRNOG00000005006	Ndufaf1	3
ENSRNOG00000005007	Scn3a	3
ENSRNOG00000005008	Angpt4	3
ENSRNOG00000005009	Zfp3	10
ENSRNOG00000005012	Utp14a	X
ENSRNOG00000005015	Rabep1	10
ENSRNOG00000005016	Tmed4	14
ENSRNOG00000005017	Rps8l1	17
ENSRNOG00000005018	Scn2a	3
ENSRNOG00000005021	Orc4	3
ENSRNOG00000005023	Agr2	6
ENSRNOG00000005024	Cdkn2aipnl	10
ENSRNOG00000005031	Surf6	3
ENSRNOG00000005033	Acvr1	3
ENSRNOG00000005034	Arhgef25	7
ENSRNOG00000005037	Kif18a	3
ENSRNOG00000005038	Ube2t	13
ENSRNOG00000005039	Tfpi	3
ENSRNOG00000005041	Crip2	6
ENSRNOG00000005042	Ranbp17	10
ENSRNOG00000005043	Cpeb2	14
ENSRNOG00000005045	Ppp2r5e	6
ENSRNOG00000005046	Tspan13	6
ENSRNOG00000005048	Trhr	7
ENSRNOG00000005049	Tbr1	3
ENSRNOG00000005052	Slc39a9	6
ENSRNOG00000005053	Egln3	6
ENSRNOG00000005054	Prox2	6
ENSRNOG00000005058	Lpcat4	3
ENSRNOG00000005059	Med22	3
ENSRNOG00000005061	Dlst	6
ENSRNOG00000005063	Atl1	6
ENSRNOG00000005067	Zfp36l2	6
ENSRNOG00000005070	Spopl	3
ENSRNOG00000005074	Arl6ip6	3
ENSRNOG00000005076	Bcorl1	X
ENSRNOG00000005077	Isca2-ps1	14
ENSRNOG00000005082	Irf6	13
ENSRNOG00000005083	Rtfdc1	3
ENSRNOG00000005087	Cebpz	6
ENSRNOG00000005093	Lgr6	13
ENSRNOG00000005094	C1qtnf7	14
ENSRNOG00000005096	Bzw2	6
ENSRNOG00000005099	Top3a	10
ENSRNOG00000005100	Tmco5a	3
ENSRNOG00000005101	Mia2	6
ENSRNOG00000005102	Washc3	7
ENSRNOG00000005103	Cst13	3
ENSRNOG00000005104	Sppl2c	10
ENSRNOG00000005105	Sun3	14
ENSRNOG00000005107	Recql5	10
ENSRNOG00000005108	Wfs1	14
ENSRNOG00000005109	Rprm	3
ENSRNOG00000005111	Nutm1	3
ENSRNOG00000005113	Nkx1-1	14
ENSRNOG00000005115	Asf1b	19
ENSRNOG00000005116	LOC108353446	3
ENSRNOG00000005122	Uvssa	14
ENSRNOG00000005123	Emc2	7
ENSRNOG00000005124	Plekhh2	6
ENSRNOG00000005126	Slc66a3	6
ENSRNOG00000005129	Dtx3	7
ENSRNOG00000005130	Ogdh	14
ENSRNOG00000005132	Slc52a3	3
ENSRNOG00000005133	Mapt	10
ENSRNOG00000005135	Bclaf3	X
ENSRNOG00000005138	Pip4k2c	7
ENSRNOG00000005141	Hus1	14
ENSRNOG00000005144	Tmem18	6
ENSRNOG00000005147	Ccdc157	14
ENSRNOG00000005148	Scrt2	3
ENSRNOG00000005149	Sacm1l	8
ENSRNOG00000005151	Dync2li1	6
ENSRNOG00000005154	Alkal2	6
ENSRNOG00000005157	Rbbp7	X
ENSRNOG00000005158	Slc24a5	3
ENSRNOG00000005159	Fam135b	7
ENSRNOG00000005162	Cst9l	3
ENSRNOG00000005165	Smcr8	10
ENSRNOG00000005166	Nhlh1	13
ENSRNOG00000005174	Tmem121	6
ENSRNOG00000005175	Sgpp1	6
ENSRNOG00000005176	Map7d2	X
ENSRNOG00000005177	Cryzl2	13
ENSRNOG00000005178	Cstdc2	3
ENSRNOG00000005180	Vstm2a	14
ENSRNOG00000005183	Rtf1	3
ENSRNOG00000005184	Nop10	3
ENSRNOG00000005185	Nxph3	10
ENSRNOG00000005190	Nipal2	7
ENSRNOG00000005191	Trim44	3
ENSRNOG00000005193	Pfas	10
ENSRNOG00000005195	Cst3	3
ENSRNOG00000005196	Slc12a6	3
ENSRNOG00000005203	Sec61g	14
ENSRNOG00000005206	Kcnq3	7
ENSRNOG00000005214	Plek	14
ENSRNOG00000005215	Klhl4	X
ENSRNOG00000005218	Sf3a1	14
ENSRNOG00000005223	Hnmt	3
ENSRNOG00000005227	Tfap4	10
ENSRNOG00000005228	Gnptab	7
ENSRNOG00000005229	Sec16b	13
ENSRNOG00000005233	Dnaaf11	7
ENSRNOG00000005234	Gxylt1	7
ENSRNOG00000005235	Fam209	3
ENSRNOG00000005243	Pop1	7
ENSRNOG00000005246	Tfap2c	3
ENSRNOG00000005247	Surf1	3
ENSRNOG00000005248	Slc1a4	14
ENSRNOG00000005249	Snx6	6
ENSRNOG00000005250	Abcg5	6
ENSRNOG00000005256	Zc3h15	3
ENSRNOG00000005257	Prkaca	19
ENSRNOG00000005258	Myef2	3
ENSRNOG00000005260	Acp1	6
ENSRNOG00000005261	Fbxl5	14
ENSRNOG00000005263	Scaf11	7
ENSRNOG00000005264	Sav1	6
ENSRNOG00000005266	Amdhd1	7
ENSRNOG00000005268	Gnat3	4
ENSRNOG00000005269	Srl	10
ENSRNOG00000005270	Sycp3	7
ENSRNOG00000005271	Rapgef5	6
ENSRNOG00000005274	Vrk1	6
ENSRNOG00000005275	Shmt1	10
ENSRNOG00000005276	Csnk2a1	3
ENSRNOG00000005277	Ptprv	13
ENSRNOG00000005278	Trhde	7
ENSRNOG00000005279	Ndufaf7	6
ENSRNOG00000005281	Stx16	3
ENSRNOG00000005284	Itpka	3
ENSRNOG00000005285	Fbxo33	6
ENSRNOG00000005286	Coch	6
ENSRNOG00000005287	Syne3	6
ENSRNOG00000005289	Prkd3	6
ENSRNOG00000005290	Ywhae	10
ENSRNOG00000005291	Slc38a1	7
ENSRNOG00000005292	Trip11	6
ENSRNOG00000005298	Zfp513	6
ENSRNOG00000005299	Kif5a	7
ENSRNOG00000005301	Eif2b4	6
ENSRNOG00000005302	Slc2a9	14
ENSRNOG00000005303	Tbc1d25	X
ENSRNOG00000005307	Slc4a10	3
ENSRNOG00000005308	Tmx2	3
ENSRNOG00000005309	Scn8a	7
ENSRNOG00000005310	Cul1	4
ENSRNOG00000005323	Syne2	6
ENSRNOG00000005326	Cnrip1	14
ENSRNOG00000005330	Crebbp	10
ENSRNOG00000005331	Vapb	3
ENSRNOG00000005332	Csdc2	7
ENSRNOG00000005333	Azin1	7
ENSRNOG00000005335	Galnt13	3
ENSRNOG00000005336	Prss27	10
ENSRNOG00000005338	Drd5	14
ENSRNOG00000005341	Upp2	3
ENSRNOG00000005342	Rassf5	13
ENSRNOG00000005343	Esr2	6
ENSRNOG00000005344	Nol10	6
ENSRNOG00000005345	Vsnl1	6
ENSRNOG00000005346	Tmem128	14
ENSRNOG00000005347	Fjx1	3
ENSRNOG00000005348	Pamr1	3
ENSRNOG00000005350	Pwp1	7
ENSRNOG00000005352	Elf4	X
ENSRNOG00000005353	Rybp	4
ENSRNOG00000005355	Ncstn	13
ENSRNOG00000005357	Ctc1	10
ENSRNOG00000005358	Pmm1	7
ENSRNOG00000005359	Csrnp3	3
ENSRNOG00000005360	Dhrs7b	10
ENSRNOG00000005362	Rab3ip	7
ENSRNOG00000005365	Kcnip1	10
ENSRNOG00000005366	Fam98b	3
ENSRNOG00000005367	Slc12a1	3
ENSRNOG00000005369	Kcnj3	3
ENSRNOG00000005370	S1pr4	7
ENSRNOG00000005371	Klhl29	6
ENSRNOG00000005374	Lyar	14
ENSRNOG00000005375	C5h8orf34	5
ENSRNOG00000005376	Mad2l1	4
ENSRNOG00000005377	Tmem11	10
ENSRNOG00000005378	Gna15	7
ENSRNOG00000005382	Mroh4	7
ENSRNOG00000005383	Prp25l1	4
ENSRNOG00000005386	Kitlg	7
ENSRNOG00000005387	Rbm3	X
ENSRNOG00000005388	Rassf3	7
ENSRNOG00000005390	Nup210	4
ENSRNOG00000005391	Prex2	5
ENSRNOG00000005392	Ngfr	10
ENSRNOG00000005393	Sertad2	14
ENSRNOG00000005397	Maea	14
ENSRNOG00000005402	AABR07040938.1	X
ENSRNOG00000005404	Rasgrp1	3
ENSRNOG00000005406	Clint1	10
ENSRNOG00000005409	Lrrc9	6
ENSRNOG00000005410	Cdca7l	6
ENSRNOG00000005411	Aftph	14
ENSRNOG00000005412	Or2a25	4
ENSRNOG00000005413	Creb3l1	3
ENSRNOG00000005417	Zhx2	7
ENSRNOG00000005418	Trap1	10
ENSRNOG00000005420	Abcg8	6
ENSRNOG00000005424	Odc1	6
ENSRNOG00000005426	Snupn	8
ENSRNOG00000005428	Ctbp1	14
ENSRNOG00000005433	Shq1	4
ENSRNOG00000005434	Sptbn1	14
ENSRNOG00000005437	Rida	7
ENSRNOG00000005438	Pcsk2	3
ENSRNOG00000005446	Gna11	7
ENSRNOG00000005447	Ypel2	10
ENSRNOG00000005450	Lsm11	10
ENSRNOG00000005451	Dnah11	6
ENSRNOG00000005457	Lamp5	3
ENSRNOG00000005464	Lgalsl	14
ENSRNOG00000005465	Kcnmb1	10
ENSRNOG00000005468	Rbm28	4
ENSRNOG00000005470	Atxn3	6
ENSRNOG00000005472	Sp4	6
ENSRNOG00000005478	Fkbp9	4
ENSRNOG00000005479	Slc1a2	3
ENSRNOG00000005480	Ybx3	4
ENSRNOG00000005482	Sap30bp	10
ENSRNOG00000005483	Rpap1	3
ENSRNOG00000005486	Phf20l1	7
ENSRNOG00000005491	Best3	7
ENSRNOG00000005492	Hpcal1	6
ENSRNOG00000005496	Ing3	4
ENSRNOG00000005498	Gcg	3
ENSRNOG00000005502	Ankib1	4
ENSRNOG00000005504	Pkp4	3
ENSRNOG00000005505	Wbp11	4
ENSRNOG00000005506	Arhgef5	4
ENSRNOG00000005509	Pak5	3
ENSRNOG00000005512	Ndufa4	4
ENSRNOG00000005513	Srsf5	6
ENSRNOG00000005515	Rhbdl3	10
ENSRNOG00000005519	Grm3	4
ENSRNOG00000005522	Sh3yl1	6
ENSRNOG00000005524	Pno1	14
ENSRNOG00000005528	Tbk1	7
ENSRNOG00000005530	Rps6kl1	6
ENSRNOG00000005533	C19h19orf67	19
ENSRNOG00000005535	Ikzf4	7
ENSRNOG00000005538	Psmd11	10
ENSRNOG00000005539	Thg1l	10
ENSRNOG00000005540	Nin	6
ENSRNOG00000005542	Apob	6
ENSRNOG00000005545	Cst5	3
ENSRNOG00000005550	Lrfn5	6
ENSRNOG00000005551	Derl1	7
ENSRNOG00000005555	Lrrc10	7
ENSRNOG00000005556	Snrpf	7
ENSRNOG00000005558	C13h1orf74	13
ENSRNOG00000005561	Brinp1	5
ENSRNOG00000005564	Ubn2	4
ENSRNOG00000005565	Traf3ip3	13
ENSRNOG00000005568	AABR07064804.1	6
ENSRNOG00000005569	Phospho1	10
ENSRNOG00000005572	Ndufb11b	7
ENSRNOG00000005573	Ntn4	7
ENSRNOG00000005574	Adamts8	8
ENSRNOG00000005575	Abi3	10
ENSRNOG00000005576	Rpia	4
ENSRNOG00000005577	Desi1	7
ENSRNOG00000005578	Zbtb44	8
ENSRNOG00000005580	Itgb4	10
ENSRNOG00000005587	Suclg1	4
ENSRNOG00000005589	Dhrs7	6
ENSRNOG00000005592	Brinp2	13
ENSRNOG00000005600	Nr4a2	3
ENSRNOG00000005602	Mthfd1	6
ENSRNOG00000005606	Med1	10
ENSRNOG00000005608	Tead4	4
ENSRNOG00000005609	Neurod1	3
ENSRNOG00000005610	Yipf4	6
ENSRNOG00000005614	Txn2	7
ENSRNOG00000005615	Gadd45a	4
ENSRNOG00000005616	Ncoa3	3
ENSRNOG00000005618	Fmc1	4
ENSRNOG00000005619	Misp3	19
ENSRNOG00000005620	Lcp2	10
ENSRNOG00000005621	Gxylt2	4
ENSRNOG00000005623	Ankmy2	6
ENSRNOG00000005624	Zfx	X
ENSRNOG00000005628	Hoxa1	4
ENSRNOG00000005630	Hint1l2	4
ENSRNOG00000005633	Zbtb49	14
ENSRNOG00000005634	Lingo2	5
ENSRNOG00000005637	Usp44	7
ENSRNOG00000005639	Ar	X
ENSRNOG00000005641	Fbxl4	5
ENSRNOG00000005642	Frs2	7
ENSRNOG00000005645	Tas2r130	4
ENSRNOG00000005646	Tas2r107	4
ENSRNOG00000005650	Pgf	6
ENSRNOG00000005652	Cntn4	4
ENSRNOG00000005655	Cpa6	5
ENSRNOG00000005659	Aurkb	10
ENSRNOG00000005660	Fam110c	6
ENSRNOG00000005662	Grm7	4
ENSRNOG00000005664	Tas2r105	4
ENSRNOG00000005667	Astn1	13
ENSRNOG00000005668	Ndufa8	3
ENSRNOG00000005669	Car8	5
ENSRNOG00000005670	Art4	4
ENSRNOG00000005673	Runx1t1	5
ENSRNOG00000005678	Lamb1	6
ENSRNOG00000005679	Fap	3
ENSRNOG00000005681	Snu13l1	X
ENSRNOG00000005686	Suclg2	4
ENSRNOG00000005687	Slc6a14	X
ENSRNOG00000005689	Yeats4	7
ENSRNOG00000005690	Lmcd1	4
ENSRNOG00000005691	Rnf32	4
ENSRNOG00000005692	Tas2r114	4
ENSRNOG00000005694	AABR07048253.1	4
ENSRNOG00000005695	Mgp	4
ENSRNOG00000005697	Slc6a11	4
ENSRNOG00000005700	Nsg1	14
ENSRNOG00000005701	Il36g	3
ENSRNOG00000005703	Arfgef1	5
ENSRNOG00000005705	Qpct	6
ENSRNOG00000005707	Bfsp1	3
ENSRNOG00000005708	Mmp16	5
ENSRNOG00000005710	Rbm7	8
ENSRNOG00000005711	Ptprd	5
ENSRNOG00000005713	Ccdc82	8
ENSRNOG00000005715	Lgr4	3
ENSRNOG00000005719	Emc4	3
ENSRNOG00000005720	Spic	7
ENSRNOG00000005721	Toporsl	5
ENSRNOG00000005722	Il36a	3
ENSRNOG00000005723	Grin3a	5
ENSRNOG00000005724	Map3k7	5
ENSRNOG00000005726	Pclo	4
ENSRNOG00000005727	Galnt3	3
ENSRNOG00000005729	Palm3	19
ENSRNOG00000005730	Pcmtd1	5
ENSRNOG00000005731	Birc3	8
ENSRNOG00000005733	Cpsf2	6
ENSRNOG00000005734	Ssuh2	4
ENSRNOG00000005736	Eif1ax	X
ENSRNOG00000005742	Or5w15	3
ENSRNOG00000005743	Dapl1	3
ENSRNOG00000005747	Il27ra	19
ENSRNOG00000005749	Foxred2	7
ENSRNOG00000005751	Il36rn	3
ENSRNOG00000005753	Alg13l1	X
ENSRNOG00000005758	Abtb3	7
ENSRNOG00000005762	Rab22a	3
ENSRNOG00000005763	Arl1	7
ENSRNOG00000005765	Ap4s1	6
ENSRNOG00000005766	Tbc1d20	3
ENSRNOG00000005767	Tulp3	4
ENSRNOG00000005769	Smg8	10
ENSRNOG00000005770	Sostdc1	6
ENSRNOG00000005772	Hacd4	5
ENSRNOG00000005775	Phf14	4
ENSRNOG00000005776	Bcl11b	6
ENSRNOG00000005780	Adamts13	3
ENSRNOG00000005781	Wnt16	4
ENSRNOG00000005783	Dlg5	15
ENSRNOG00000005787	Erp27	4
ENSRNOG00000005788	Cdk5rap2	5
ENSRNOG00000005790	RGD1306474	7
ENSRNOG00000005792	Ankef1	3
ENSRNOG00000005793	Or5i1	3
ENSRNOG00000005794	Slc10a1	6
ENSRNOG00000005795	Aasdhppt	8
ENSRNOG00000005796	Ctnna1	18
ENSRNOG00000005798	Cav3	4
ENSRNOG00000005800	Il1f10	3
ENSRNOG00000005801	Stx17	5
ENSRNOG00000005802	Usp24	5
ENSRNOG00000005804	Eif3d	7
ENSRNOG00000005806	Oxtr	4
ENSRNOG00000005807	Ptpn7	13
ENSRNOG00000005809	Arhgdib	4
ENSRNOG00000005810	Nlrc4	6
ENSRNOG00000005814	Katnbl1	3
ENSRNOG00000005818	Elapor2	4
ENSRNOG00000005823	Utp20	7
ENSRNOG00000005825	Lyz2	7
ENSRNOG00000005828	Skp1	10
ENSRNOG00000005830	Tafa4	4
ENSRNOG00000005840	Cacfd1	3
ENSRNOG00000005841	Erp44	5
ENSRNOG00000005849	Aco1	5
ENSRNOG00000005850	Gdap1	5
ENSRNOG00000005853	Tacr1	4
ENSRNOG00000005854	Angpt1	7
ENSRNOG00000005856	Slc30a6	6
ENSRNOG00000005857	Lrrc3b	15
ENSRNOG00000005858	Kap	4
ENSRNOG00000005861	Hsd11b1	13
ENSRNOG00000005865	Itprid2	3
ENSRNOG00000005868	Ttc21b	3
ENSRNOG00000005869	Tcea1	15
ENSRNOG00000005871	Il1rn	3
ENSRNOG00000005872	Tcf7	10
ENSRNOG00000005874	Tle2	7
ENSRNOG00000005877	Lrpprc	6
ENSRNOG00000005879	Maml2	8
ENSRNOG00000005882	Tle1	5
ENSRNOG00000005883	Nek10	15
ENSRNOG00000005884	Emc7	3
ENSRNOG00000005886	Zscan20	5
ENSRNOG00000005888	Fsip1	3
ENSRNOG00000005890	Serbp1	4
ENSRNOG00000005900	Slc2a6	3
ENSRNOG00000005902	Ccdc34	3
ENSRNOG00000005903	St14	8
ENSRNOG00000005904	Cdc27	10
ENSRNOG00000005905	Pde4b	5
ENSRNOG00000005906	Cd36-ps1	4
ENSRNOG00000005907	Rad18	4
ENSRNOG00000005908	Dmtf1	4
ENSRNOG00000005911	Rln3	19
ENSRNOG00000005916	Ppm1a	6
ENSRNOG00000005917	Pawr	7
ENSRNOG00000005918	C8h11orf71	8
ENSRNOG00000005921	Or9m1b	3
ENSRNOG00000005923	Mtmr2	8
ENSRNOG00000005924	Dstn	3
ENSRNOG00000005927	Cpsf6	7
ENSRNOG00000005929	Them6	7
ENSRNOG00000005930	Nnmt	8
ENSRNOG00000005931	Cpq	7
ENSRNOG00000005932	Megf9	5
ENSRNOG00000005933	Yap1	8
ENSRNOG00000005934	Mlip	8
ENSRNOG00000005935	A3galt2	5
ENSRNOG00000005936	Foxm1	4
ENSRNOG00000005944	Slurp1	7
ENSRNOG00000005947	Pde6h	4
ENSRNOG00000005950	Or5d37	3
ENSRNOG00000005951	Hnrnpa1-ps20	3
ENSRNOG00000005954	Il5ra	4
ENSRNOG00000005955	Naalad2	8
ENSRNOG00000005956	Erich5	7
ENSRNOG00000005957	Slc4a7	15
ENSRNOG00000005958	Rrbp1	3
ENSRNOG00000005960	Vwa5al1	8
ENSRNOG00000005963	Rab2a	5
ENSRNOG00000005964	Nr4a3	5
ENSRNOG00000005965	Irak4	7
ENSRNOG00000005968	Hoxa2	4
ENSRNOG00000005970	Lrrc1	8
ENSRNOG00000005971	Gpr176	3
ENSRNOG00000005981	Nt5c3a	4
ENSRNOG00000005982	C1d	14
ENSRNOG00000005985	Kcnma1	15
ENSRNOG00000005987	Suox	7
ENSRNOG00000005988	Arl8a	13
ENSRNOG00000005990	Wdsub1	3
ENSRNOG00000005993	Oxsm	15
ENSRNOG00000005996	Lhx6	3
ENSRNOG00000005998	Smoc1	6
ENSRNOG00000006000	Cdk12	10
ENSRNOG00000006001	Luc7l2	4
ENSRNOG00000006002	Stk35	3
ENSRNOG00000006003	Ctnna2	4
ENSRNOG00000006004	Phc2	5
ENSRNOG00000006010	Slc6a20b	8
ENSRNOG00000006019	G0s2	13
ENSRNOG00000006025	Lamb3	13
ENSRNOG00000006027	Eif2ak4	3
ENSRNOG00000006028	Tubgcp6	7
ENSRNOG00000006030	Ptprz1	4
ENSRNOG00000006032	Banf2	3
ENSRNOG00000006033	Spon2	14
ENSRNOG00000006037	Snap25	3
ENSRNOG00000006048	Ezh2	4
ENSRNOG00000006049	Rfx1	19
ENSRNOG00000006050	Med19	3
ENSRNOG00000006052	Sulf2	3
ENSRNOG00000006058	Lypd2	7
ENSRNOG00000006060	Matn2	7
ENSRNOG00000006062	Hs1bp3	6
ENSRNOG00000006063	Phf21a	3
ENSRNOG00000006067	Aifm1	X
ENSRNOG00000006068	Tmem117	7
ENSRNOG00000006069	Eif2ak3	4
ENSRNOG00000006075	Fez1	8
ENSRNOG00000006076	Steap2	4
ENSRNOG00000006077	Snx5	3
ENSRNOG00000006079	Psd4	3
ENSRNOG00000006082	Rmdn2	6
ENSRNOG00000006084	Cngb3	5
ENSRNOG00000006086	Lynx1	7
ENSRNOG00000006087	Rnf20	5
ENSRNOG00000006090	Ucn	6
ENSRNOG00000006093	LRRTM1	4
ENSRNOG00000006094	Cd44	3
ENSRNOG00000006096	Slc26a7	5
ENSRNOG00000006098	Sox30	10
ENSRNOG00000006102	Pole4	4
ENSRNOG00000006103	Tbc1d31	7
ENSRNOG00000006104	Tg	7
ENSRNOG00000006110	Jph1	5
ENSRNOG00000006114	Cfap69	4
ENSRNOG00000006116	Hk2	4
ENSRNOG00000006118	Klf10	7
ENSRNOG00000006119	Slc7a15	6
ENSRNOG00000006120	Shh	4
ENSRNOG00000006122	Igf2bp1	10
ENSRNOG00000006126	Nup88	10
ENSRNOG00000006130	Rab5b	7
ENSRNOG00000006131	Mettl2	10
ENSRNOG00000006132	Garin1b	4
ENSRNOG00000006136	Pdpk1	10
ENSRNOG00000006137	Arid1a	5
ENSRNOG00000006139	Stx18	14
ENSRNOG00000006142	Mymk	3
ENSRNOG00000006143	Ngly1	15
ENSRNOG00000006144	Cntn3	4
ENSRNOG00000006146	Trim54	6
ENSRNOG00000006148	C10h5orf15	10
ENSRNOG00000006151	Reg3b	4
ENSRNOG00000006167	Rasal3	7
ENSRNOG00000006170	Bach2	5
ENSRNOG00000006174	Grid2	4
ENSRNOG00000006178	Dync1h1	6
ENSRNOG00000006180	Pum2	6
ENSRNOG00000006185	Etaa1-ps1	14
ENSRNOG00000006197	Calu	4
ENSRNOG00000006198	Prr11	10
ENSRNOG00000006199	Crppa	6
ENSRNOG00000006200	St18	5
ENSRNOG00000006204	Slc30a3	6
ENSRNOG00000006206	Tmem106b	4
ENSRNOG00000006209	Mbd6	7
ENSRNOG00000006217	Wiz	7
ENSRNOG00000006221	Uba3	4
ENSRNOG00000006224	Klhl31	8
ENSRNOG00000006227	Ifih1	3
ENSRNOG00000006228	Pdia4	4
ENSRNOG00000006231	Ptpro	4
ENSRNOG00000006235	Nell2	7
ENSRNOG00000006236	Dsn1	3
ENSRNOG00000006237	Gpr37l1	13
ENSRNOG00000006238	Traf2	3
ENSRNOG00000006241	Marchf7	3
ENSRNOG00000006244	Lztfl1	8
ENSRNOG00000006247	Copa	13
ENSRNOG00000006248	Trim37	10
ENSRNOG00000006251	Fam83a	7
ENSRNOG00000006255	Nipal4	10
ENSRNOG00000006261	Papolg	14
ENSRNOG00000006264	Itfg2	4
ENSRNOG00000006268	Ifnb1	5
ENSRNOG00000006278	Tspyl5	7
ENSRNOG00000006280	Pcsk9	5
ENSRNOG00000006281	Hoxa3	4
ENSRNOG00000006285	Tlk2	10
ENSRNOG00000006293	Foxi1	10
