old_id	lifted_id	method	symbol
ENSRNOG00000052274	ENSRNOG00000052274	direct	SNORA70
ENSRNOG00000052275	ENSRNOG00000052275	direct	H2AZ2
ENSRNOG00000052276	NA	unmapped	AABR07054025.1
ENSRNOG00000052277	NA	unmapped	AC109685.1
ENSRNOG00000052278	NA	unmapped	AABR07065883.2
ENSRNOG00000052279	NA	unmapped	MRPL53
ENSRNOG00000052280	ENSRNOG00000051524	symbol	U1
ENSRNOG00000052281	ENSRNOG00000052281	direct	U6
ENSRNOG00000052282	ENSRNOG00000046214	symbol	CYP27B1
ENSRNOG00000052283	NA	unmapped	AABR07070345.1
ENSRNOG00000052284	ENSRNOG00000052284	direct	U6
ENSRNOG00000052285	ENSRNOG00000052285	direct	AABR07063197.2
ENSRNOG00000052286	NA	unmapped	AABR07001799.1
ENSRNOG00000052287	ENSRNOG00000052287	direct	BSPH1
ENSRNOG00000052288	ENSRNOG00000052288	direct	U6
ENSRNOG00000052289	ENSRNOG00000052289	direct	PTDSS1
ENSRNOG00000052290	NA	unmapped	AABR07010040.1
ENSRNOG00000052291	NA	unmapped	AC096330.1
ENSRNOG00000052292	NA	unmapped	AABR07065455.1
ENSRNOG00000052293	ENSRNOG00000052293	direct	SNORD15
ENSRNOG00000052294	ENSRNOG00000052294	direct	SPINT3
ENSRNOG00000052295	ENSRNOG00000052295	direct	AABR07052126.1
ENSRNOG00000052296	ENSRNOG00000052296	direct	SHANK3
ENSRNOG00000052297	NA	unmapped	NA
ENSRNOG00000052298	NA	unmapped	AABR07014974.1
ENSRNOG00000052299	NA	unmapped	AABR07061807.1
ENSRNOG00000052300	ENSRNOG00000052300	direct	SNORD35B
ENSRNOG00000052301	NA	unmapped	AABR07044390.1
ENSRNOG00000052302	NA	unmapped	AABR07024580.1
ENSRNOG00000052303	NA	unmapped	LOC103693383
ENSRNOG00000052304	ENSRNOG00000052304	direct	AC096201.1
ENSRNOG00000052305	ENSRNOG00000052305	direct	CNOT10
ENSRNOG00000052306	NA	unmapped	NA
ENSRNOG00000052307	ENSRNOG00000052307	direct	SPATS2
ENSRNOG00000052308	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052309	ENSRNOG00000059108	symbol	U7
ENSRNOG00000052310	ENSRNOG00000052310	direct	PKD1L3
ENSRNOG00000052311	NA	unmapped	AABR07015065.1
ENSRNOG00000052312	ENSRNOG00000052312	direct	SNORA70
ENSRNOG00000052313	NA	unmapped	AABR07073181.2
ENSRNOG00000052314	ENSRNOG00000052314	direct	AABR07072744.1
ENSRNOG00000052315	NA	unmapped	NA
ENSRNOG00000052316	NA	unmapped	7SK
ENSRNOG00000052317	NA	unmapped	7SK
ENSRNOG00000052318	ENSRNOG00000052318	direct	U7
ENSRNOG00000052319	NA	unmapped	AABR07004881.1
ENSRNOG00000052320	ENSRNOG00000052320	direct	U1
ENSRNOG00000052321	NA	unmapped	7SK
ENSRNOG00000052322	ENSRNOG00000051625	symbol	Y_RNA
ENSRNOG00000052323	NA	unmapped	AC132699.1
ENSRNOG00000052324	ENSRNOG00000051625	symbol	Y_RNA
ENSRNOG00000052325	NA	unmapped	NA
ENSRNOG00000052326	ENSRNOG00000083862	symbol	UBA1Y
ENSRNOG00000052327	ENSRNOG00000052327	direct	U2
ENSRNOG00000052328	ENSRNOG00000052328	direct	AABR07067441.3
ENSRNOG00000052329	ENSRNOG00000052329	direct	U1
ENSRNOG00000052330	NA	unmapped	AC118772.3
ENSRNOG00000052331	NA	unmapped	AABR07013698.1
ENSRNOG00000052332	NA	unmapped	AABR07066871.1
ENSRNOG00000052333	NA	unmapped	AABR07062920.1
ENSRNOG00000052334	ENSRNOG00000079909	id_history	RGD1304745
ENSRNOG00000052335	ENSRNOG00000052335	direct	U6
ENSRNOG00000052336	NA	unmapped	AABR07049111.1
ENSRNOG00000052337	NA	unmapped	7SK
ENSRNOG00000052338	ENSRNOG00000052338	direct	AC094784.1
ENSRNOG00000052339	ENSRNOG00000082146	id_history	OLR496
ENSRNOG00000052340	NA	unmapped	AABR07027810.2
ENSRNOG00000052341	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052342	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052343	ENSRNOG00000052343	direct	EIF4E
ENSRNOG00000052344	ENSRNOG00000052344	direct	GM22711
ENSRNOG00000052345	NA	unmapped	AABR07061453.1
ENSRNOG00000052346	NA	unmapped	AABR07066567.1
ENSRNOG00000052347	NA	unmapped	NA
ENSRNOG00000052348	ENSRNOG00000052348	direct	VPREB1
ENSRNOG00000052349	ENSRNOG00000091172	id_history	OLR1326
ENSRNOG00000052350	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052351	NA	unmapped	AABR07019269.1
ENSRNOG00000052352	NA	unmapped	AABR07014119.1
ENSRNOG00000052353	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052354	ENSRNOG00000052354	direct	ARHGEF40
ENSRNOG00000052355	NA	unmapped	7SK
ENSRNOG00000052356	NA	unmapped	SNOZ196
ENSRNOG00000052357	ENSRNOG00000068412	symbol	FOSL2
ENSRNOG00000052358	NA	unmapped	AABR07065531.7
ENSRNOG00000052359	NA	unmapped	AABR07067401.3
ENSRNOG00000052360	NA	unmapped	NA
ENSRNOG00000052361	ENSRNOG00000080742	id_history	OLR13
ENSRNOG00000052362	ENSRNOG00000052362	direct	U6
ENSRNOG00000052363	ENSRNOG00000070841	symbol	SNORD24
ENSRNOG00000052364	NA	unmapped	AABR07017745.2
ENSRNOG00000052365	NA	unmapped	AC120486.3
ENSRNOG00000052366	NA	unmapped	SNORA63
ENSRNOG00000052367	ENSRNOG00000052367	direct	AABR07009634.1
ENSRNOG00000052368	ENSRNOG00000052368	direct	CLCNKA
ENSRNOG00000052369	NA	unmapped	AC108572.1
ENSRNOG00000052370	ENSRNOG00000052370	direct	AC133265.1
ENSRNOG00000052371	NA	unmapped	AABR07029563.1
ENSRNOG00000052372	NA	unmapped	AABR07053688.1
ENSRNOG00000052373	ENSRNOG00000052373	direct	VAULT
ENSRNOG00000052374	ENSRNOG00000008466	symbol	LBX2
ENSRNOG00000052375	ENSRNOG00000052375	direct	GM26018
ENSRNOG00000052376	ENSRNOG00000052376	direct	BEND6
ENSRNOG00000052377	NA	unmapped	AABR07063509.1
ENSRNOG00000052378	ENSRNOG00000052378	direct	AABR07072558.1
ENSRNOG00000052379	NA	unmapped	AC121465.2
ENSRNOG00000052380	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052381	ENSRNOG00000052381	direct	U7
ENSRNOG00000052382	ENSRNOG00000052382	direct	U6
ENSRNOG00000052383	ENSRNOG00000052383	direct	RHOX9
ENSRNOG00000052384	NA	unmapped	AABR07006672.1
ENSRNOG00000052385	NA	unmapped	AABR07031247.1
ENSRNOG00000052386	ENSRNOG00000052386	direct	NLRX1
ENSRNOG00000052387	ENSRNOG00000052387	direct	AABR07027878.1
ENSRNOG00000052388	ENSRNOG00000052388	direct	KRTAP1-3
ENSRNOG00000052389	NA	unmapped	AABR07031489.1
ENSRNOG00000052390	NA	unmapped	AABR07014897.1
ENSRNOG00000052391	ENSRNOG00000052391	direct	SH3BP5
ENSRNOG00000052392	ENSRNOG00000054193	id_history	U12
ENSRNOG00000052393	ENSRNOG00000052393	direct	BSCL2
ENSRNOG00000052394	NA	unmapped	AC141136.1
ENSRNOG00000052395	NA	unmapped	AABR07071395.1
ENSRNOG00000052396	NA	unmapped	AC128114.1
ENSRNOG00000052397	NA	unmapped	AC099150.1
ENSRNOG00000052398	NA	unmapped	AABR07042802.1
ENSRNOG00000052399	ENSRNOG00000052399	direct	U6
ENSRNOG00000052400	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052401	ENSRNOG00000052401	direct	U6
ENSRNOG00000052402	ENSRNOG00000075781	id_history	OLR734
ENSRNOG00000052403	ENSRNOG00000052403	direct	AABR07021433.1
ENSRNOG00000052404	ENSRNOG00000052404	direct	AABR07045251.1
ENSRNOG00000052405	ENSRNOG00000052405	direct	CDH4
ENSRNOG00000052406	NA	unmapped	LOC102552527
ENSRNOG00000052407	ENSRNOG00000052407	direct	BTK
ENSRNOG00000052408	ENSRNOG00000052408	direct	GM22267
ENSRNOG00000052409	NA	unmapped	AABR07050317.1
ENSRNOG00000052410	ENSRNOG00000052410	direct	AABR07048312.2
ENSRNOG00000052411	NA	unmapped	AABR07042388.1
ENSRNOG00000052412	NA	unmapped	AABR07026984.1
ENSRNOG00000052413	NA	unmapped	AABR07059632.2
ENSRNOG00000052414	NA	unmapped	AC123185.2
ENSRNOG00000052415	ENSRNOG00000052415	direct	GSTT2
ENSRNOG00000052416	ENSRNOG00000052416	direct	AABR07070087.1
ENSRNOG00000052417	ENSRNOG00000052417	direct	GM23822
ENSRNOG00000052418	ENSRNOG00000052418	direct	CPSF3
ENSRNOG00000052419	NA	unmapped	AABR07065531.8
ENSRNOG00000052420	NA	unmapped	AABR07034980.1
ENSRNOG00000052421	NA	unmapped	LOC100363520
ENSRNOG00000052422	NA	unmapped	AABR07013743.1
ENSRNOG00000052423	NA	unmapped	AC097890.1
ENSRNOG00000052424	ENSRNOG00000052424	direct	RGD1306556
ENSRNOG00000052425	NA	unmapped	NA
ENSRNOG00000052426	NA	unmapped	7SK
ENSRNOG00000052427	NA	unmapped	AC109660.1
ENSRNOG00000052428	ENSRNOG00000052428	direct	AABR07033271.1
ENSRNOG00000052429	ENSRNOG00000052429	direct	STARD3NL
ENSRNOG00000052430	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052431	NA	unmapped	AC130862.1
ENSRNOG00000052432	ENSRNOG00000052432	direct	AABR07016703.1
ENSRNOG00000052433	ENSRNOG00000052433	direct	AABR07054341.1
ENSRNOG00000052434	ENSRNOG00000052434	direct	U4
ENSRNOG00000052435	NA	unmapped	7SK
ENSRNOG00000052436	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052437	NA	unmapped	AABR07072809.1
ENSRNOG00000052438	ENSRNOG00000052438	direct	GM24377
ENSRNOG00000052439	ENSRNOG00000052439	direct	SNORA73
ENSRNOG00000052440	NA	unmapped	AABR07069398.1
ENSRNOG00000052441	NA	unmapped	AABR07070505.3
ENSRNOG00000052442	NA	unmapped	AABR07018262.1
ENSRNOG00000052443	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052444	ENSRNOG00000052444	direct	SAMD9
ENSRNOG00000052445	ENSRNOG00000052445	direct	KDM7A
ENSRNOG00000052446	ENSRNOG00000052446	direct	AABR07049320.3
ENSRNOG00000052447	NA	unmapped	7SK
ENSRNOG00000052448	ENSRNOG00000083213	id_history	OLR1330
ENSRNOG00000052449	NA	unmapped	AC128510.1
ENSRNOG00000052450	NA	unmapped	AABR07058936.1
ENSRNOG00000052451	NA	unmapped	AABR07033697.1
ENSRNOG00000052452	NA	unmapped	AABR07067471.2
ENSRNOG00000052453	NA	unmapped	AABR07019254.1
ENSRNOG00000052454	ENSRNOG00000052454	direct	AABR07052350.1
ENSRNOG00000052455	ENSRNOG00000004160	symbol	PRPS2
ENSRNOG00000052456	ENSRNOG00000052456	direct	LRRC74A
ENSRNOG00000052457	ENSRNOG00000052457	direct	U6
ENSRNOG00000052458	NA	unmapped	AABR07034463.1
ENSRNOG00000052459	NA	unmapped	AABR07030603.2
ENSRNOG00000052460	NA	unmapped	AABR07004812.2
ENSRNOG00000052461	NA	unmapped	AABR07072759.2
ENSRNOG00000052462	ENSRNOG00000052462	direct	AABR07063546.1
ENSRNOG00000052463	ENSRNOG00000052463	direct	OLR737
ENSRNOG00000052464	NA	unmapped	AABR07000533.1
ENSRNOG00000052465	NA	unmapped	AABR07043031.2
ENSRNOG00000052466	NA	unmapped	AABR07043106.1
ENSRNOG00000052467	ENSRNOG00000052467	direct	KLRC2
ENSRNOG00000052468	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052469	ENSRNOG00000052469	direct	BMPR1A
ENSRNOG00000052470	NA	unmapped	7SK
ENSRNOG00000052471	ENSRNOG00000052471	direct	U6
ENSRNOG00000052472	ENSRNOG00000052472	direct	U7
ENSRNOG00000052473	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052474	NA	unmapped	AABR07070714.1
ENSRNOG00000052475	NA	unmapped	AABR07007093.1
ENSRNOG00000052476	ENSRNOG00000052476	direct	GM25803
ENSRNOG00000052477	ENSRNOG00000052477	direct	TBRG4
ENSRNOG00000052478	NA	unmapped	AABR07060235.1
ENSRNOG00000052479	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052480	NA	unmapped	AC096473.1
ENSRNOG00000052481	NA	unmapped	AABR07033612.1
ENSRNOG00000052482	ENSRNOG00000052482	direct	AC113710.3
ENSRNOG00000052483	NA	unmapped	7SK
ENSRNOG00000052484	NA	unmapped	GM24420
ENSRNOG00000052485	ENSRNOG00000052485	direct	AABR07030259.1
ENSRNOG00000052486	ENSRNOG00000052486	direct	KCNA6
ENSRNOG00000052487	ENSRNOG00000052487	direct	SNORD73
ENSRNOG00000052488	NA	unmapped	AABR07036637.1
ENSRNOG00000052489	NA	unmapped	AABR07070355.1
ENSRNOG00000052490	NA	unmapped	AABR07030568.2
ENSRNOG00000052491	NA	unmapped	AABR07060620.1
ENSRNOG00000052492	ENSRNOG00000078759	symbol	VOM1R73
ENSRNOG00000052493	NA	unmapped	AABR07068327.2
ENSRNOG00000052494	NA	unmapped	AABR07028535.1
ENSRNOG00000052495	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052496	ENSRNOG00000052496	direct	U6
ENSRNOG00000052497	NA	unmapped	AABR07061251.1
ENSRNOG00000052498	ENSRNOG00000052498	direct	GRB14
ENSRNOG00000052499	ENSRNOG00000052499	direct	RAB27A
ENSRNOG00000052500	NA	unmapped	AABR07034679.1
ENSRNOG00000052501	NA	unmapped	AC135771.1
ENSRNOG00000052502	NA	unmapped	LOC103690165
ENSRNOG00000052503	ENSRNOG00000052503	direct	U6
ENSRNOG00000052504	NA	unmapped	7SK
ENSRNOG00000052505	ENSRNOG00000052505	direct	U2
ENSRNOG00000052506	ENSRNOG00000052506	direct	AK3
ENSRNOG00000052507	NA	unmapped	NA
ENSRNOG00000052508	NA	unmapped	AABR07061333.1
ENSRNOG00000052509	NA	unmapped	AABR07068094.1
ENSRNOG00000052510	ENSRNOG00000052510	direct	WNT10A
ENSRNOG00000052511	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052512	ENSRNOG00000046439	symbol	VPS37C
ENSRNOG00000052513	ENSRNOG00000052513	direct	WAPL
ENSRNOG00000052514	NA	unmapped	AABR07055191.1
ENSRNOG00000052515	NA	unmapped	AABR07052610.1
ENSRNOG00000052516	NA	unmapped	AABR07034964.1
ENSRNOG00000052517	ENSRNOG00000052517	direct	SNORA70
ENSRNOG00000052518	NA	unmapped	AABR07025387.1
ENSRNOG00000052519	ENSRNOG00000052519	direct	TTC30A1
ENSRNOG00000052520	ENSRNOG00000052520	direct	AABR07072195.1
ENSRNOG00000052521	ENSRNOG00000052521	direct	AABR07001573.1
ENSRNOG00000052522	NA	unmapped	LOC102548867
ENSRNOG00000052523	NA	unmapped	RNO-MIR-484
ENSRNOG00000052524	NA	unmapped	AABR07057146.1
ENSRNOG00000052525	NA	unmapped	AABR07027526.1
ENSRNOG00000052526	ENSRNOG00000052526	direct	U6
ENSRNOG00000052527	NA	unmapped	AABR07064048.2
ENSRNOG00000052528	ENSRNOG00000052528	direct	SNORA73
ENSRNOG00000052529	ENSRNOG00000052529	direct	U6
ENSRNOG00000052530	NA	unmapped	AABR07069008.1
ENSRNOG00000052531	NA	unmapped	AABR07015855.1
ENSRNOG00000052532	NA	unmapped	AABR07045334.1
ENSRNOG00000052533	NA	unmapped	AABR07052521.1
ENSRNOG00000052534	NA	unmapped	AABR07044367.1
ENSRNOG00000052535	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052536	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052537	NA	unmapped	AABR07050265.1
ENSRNOG00000052538	ENSRNOG00000071337	symbol	SNORD115
ENSRNOG00000052539	ENSRNOG00000052539	direct	PRPF40B
ENSRNOG00000052540	NA	unmapped	AABR07065531.9
ENSRNOG00000052541	ENSRNOG00000049757	id_history	LOC689039
ENSRNOG00000052542	NA	unmapped	PILRB
ENSRNOG00000052543	ENSRNOG00000052543	direct	AABR07072325.1
ENSRNOG00000052544	ENSRNOG00000052544	direct	GM26225
ENSRNOG00000052545	ENSRNOG00000028441	symbol	ZFP280B
ENSRNOG00000052546	NA	unmapped	AABR07032787.1
ENSRNOG00000052547	NA	unmapped	LOC103694082
ENSRNOG00000052548	ENSRNOG00000052548	direct	SNORA73
ENSRNOG00000052549	ENSRNOG00000052549	direct	CHGA
ENSRNOG00000052550	ENSRNOG00000062452	id_history	OLR1314
ENSRNOG00000052551	NA	unmapped	AABR07008256.1
ENSRNOG00000052552	ENSRNOG00000071475	symbol	SNORD116
ENSRNOG00000052553	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052554	ENSRNOG00000052554	direct	U1
ENSRNOG00000052555	NA	unmapped	HIST2H2AA3
ENSRNOG00000052556	NA	unmapped	AABR07026623.1
ENSRNOG00000052557	NA	unmapped	LOC102546383
ENSRNOG00000052558	ENSRNOG00000071337	symbol	SNORD115
ENSRNOG00000052559	NA	unmapped	AABR07037395.2
ENSRNOG00000052560	NA	unmapped	AABR07008142.2
ENSRNOG00000052561	ENSRNOG00000052561	direct	U2
ENSRNOG00000052562	ENSRNOG00000052562	direct	AABR07034252.1
ENSRNOG00000052563	ENSRNOG00000052563	direct	AC129138.1
ENSRNOG00000052564	ENSRNOG00000052564	direct	GPX3
ENSRNOG00000052566	NA	unmapped	LOC108352926
ENSRNOG00000052567	ENSRNOG00000052567	direct	AABR07029559.1
ENSRNOG00000052568	ENSRNOG00000052568	direct	U2
ENSRNOG00000052569	NA	unmapped	AABR07030834.1
ENSRNOG00000052570	ENSRNOG00000052570	direct	LOC100909859
ENSRNOG00000052571	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052572	ENSRNOG00000052572	direct	AFF2
ENSRNOG00000052573	ENSRNOG00000052573	direct	SNORD17
ENSRNOG00000052574	ENSRNOG00000052574	direct	AABR07021955.1
ENSRNOG00000052575	NA	unmapped	7SK
ENSRNOG00000052576	NA	unmapped	7SK
ENSRNOG00000052577	ENSRNOG00000052577	direct	GM23297
ENSRNOG00000052578	ENSRNOG00000052578	direct	U7
ENSRNOG00000052579	ENSRNOG00000063983	symbol	SOX21
ENSRNOG00000052580	ENSRNOG00000052580	direct	AABR07056613.2
ENSRNOG00000052581	ENSRNOG00000090042	id_history	LOC102552805
ENSRNOG00000052582	NA	unmapped	AABR07070060.2
ENSRNOG00000052583	ENSRNOG00000052583	direct	ZFP106
ENSRNOG00000052584	ENSRNOG00000052584	direct	U6
ENSRNOG00000052585	NA	unmapped	7SK
ENSRNOG00000052586	NA	unmapped	AC108572.2
ENSRNOG00000052587	ENSRNOG00000001728	symbol	FAM43A
ENSRNOG00000052588	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052589	NA	unmapped	AABR07055548.1
ENSRNOG00000052590	NA	unmapped	AABR07042457.1
ENSRNOG00000052591	ENSRNOG00000076239	symbol	VOM1R67
ENSRNOG00000052592	NA	unmapped	AABR07021411.1
ENSRNOG00000052593	NA	unmapped	AC130391.2
ENSRNOG00000052594	ENSRNOG00000070010	symbol	H2AC4
ENSRNOG00000052595	NA	unmapped	AABR07039139.2
ENSRNOG00000052596	NA	unmapped	AABR07013750.1
ENSRNOG00000052597	NA	unmapped	AABR07062477.2
ENSRNOG00000052598	NA	unmapped	AC119462.1
ENSRNOG00000052599	NA	unmapped	AC106292.1
ENSRNOG00000052600	ENSRNOG00000052600	direct	MBOAT7L1
ENSRNOG00000052601	ENSRNOG00000072412	symbol	5_8S_RRNA
ENSRNOG00000052602	NA	unmapped	AABR07030423.1
ENSRNOG00000052603	ENSRNOG00000052603	direct	AABR07054608.1
ENSRNOG00000052604	ENSRNOG00000052604	direct	LOC100361907
ENSRNOG00000052605	ENSRNOG00000052605	direct	U6
ENSRNOG00000052606	NA	unmapped	AC099444.3
ENSRNOG00000052607	ENSRNOG00000052607	direct	GM24336
ENSRNOG00000052608	NA	unmapped	7SK
ENSRNOG00000052609	NA	unmapped	LOC108348752
ENSRNOG00000052610	NA	unmapped	7SK
ENSRNOG00000052611	ENSRNOG00000052611	direct	AC127784.1
ENSRNOG00000052612	NA	unmapped	AABR07061087.1
ENSRNOG00000052613	ENSRNOG00000052613	direct	CASP6
ENSRNOG00000052614	NA	unmapped	AABR07012884.1
ENSRNOG00000052615	NA	unmapped	AC142126.3
ENSRNOG00000052616	ENSRNOG00000052616	direct	AABR07070208.1
ENSRNOG00000052617	ENSRNOG00000052617	direct	SNORD67
ENSRNOG00000052618	NA	unmapped	LOC102554202
ENSRNOG00000052619	NA	unmapped	AABR07065645.1
ENSRNOG00000052620	ENSRNOG00000052620	direct	RACK1
ENSRNOG00000052621	NA	unmapped	AABR07033470.1
ENSRNOG00000052622	NA	unmapped	AABR07049497.1
ENSRNOG00000052623	ENSRNOG00000072569	id_history	OLR1425
ENSRNOG00000052624	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052625	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052626	ENSRNOG00000052626	direct	U6
ENSRNOG00000052627	NA	unmapped	AABR07065566.1
ENSRNOG00000052628	ENSRNOG00000052628	direct	LOC100363294
ENSRNOG00000052629	ENSRNOG00000082104	id_history	OLR742
ENSRNOG00000052630	NA	unmapped	AABR07032327.1
ENSRNOG00000052631	NA	unmapped	AABR07014769.1
ENSRNOG00000052632	NA	unmapped	AABR07034293.2
ENSRNOG00000052633	NA	unmapped	7SK
ENSRNOG00000052634	ENSRNOG00000052634	direct	LSMEM2
ENSRNOG00000052635	ENSRNOG00000052635	direct	SNORA62
ENSRNOG00000052636	ENSRNOG00000067008	id_history	OLR1482
ENSRNOG00000052637	ENSRNOG00000065861	symbol	SAMD1
ENSRNOG00000052638	NA	unmapped	7SK
ENSRNOG00000052639	NA	unmapped	LOC108352591
ENSRNOG00000052640	NA	unmapped	AABR07070043.2
ENSRNOG00000052641	ENSRNOG00000030938	symbol	FYB2
ENSRNOG00000052642	ENSRNOG00000051524	symbol	U1
ENSRNOG00000052643	NA	unmapped	AABR07041778.3
ENSRNOG00000052644	ENSRNOG00000052644	direct	AABR07001060.1
ENSRNOG00000052645	NA	unmapped	AABR07030568.3
ENSRNOG00000052646	NA	unmapped	AABR07029836.1
ENSRNOG00000052647	ENSRNOG00000052647	direct	AABR07036505.1
ENSRNOG00000052648	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052649	ENSRNOG00000052649	direct	AABR07008309.1
ENSRNOG00000052650	NA	unmapped	AABR07065044.1
ENSRNOG00000052651	ENSRNOG00000028668	symbol	SLC28A2
ENSRNOG00000052652	ENSRNOG00000082989	id_history	OLR1280
ENSRNOG00000052653	NA	unmapped	AABR07013157.2
ENSRNOG00000052654	NA	unmapped	AABR07054460.2
ENSRNOG00000052655	ENSRNOG00000052655	direct	U4
ENSRNOG00000052656	NA	unmapped	7SK
ENSRNOG00000052657	NA	unmapped	NA
ENSRNOG00000052658	ENSRNOG00000052658	direct	AABR07014962.1
ENSRNOG00000052659	ENSRNOG00000068080	symbol	U2
ENSRNOG00000052660	ENSRNOG00000052660	direct	GM25296
ENSRNOG00000052661	ENSRNOG00000072147	id_history	OLR1467
ENSRNOG00000052662	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052663	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052664	ENSRNOG00000052664	direct	TNKS2
ENSRNOG00000052665	ENSRNOG00000052665	direct	ONECUT2
ENSRNOG00000052666	NA	unmapped	AABR07042662.1
ENSRNOG00000052667	NA	unmapped	AABR07027555.1
ENSRNOG00000052668	ENSRNOG00000087348	symbol	TCF24
ENSRNOG00000052669	NA	unmapped	AABR07055162.1
ENSRNOG00000052670	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052671	ENSRNOG00000076721	id_history	OLR1291
ENSRNOG00000052672	ENSRNOG00000052672	direct	AC116183.1
ENSRNOG00000052673	NA	unmapped	AABR07021596.3
ENSRNOG00000052674	ENSRNOG00000052674	direct	U2
ENSRNOG00000052675	NA	unmapped	AC118069.1
ENSRNOG00000052676	NA	unmapped	AABR07018806.1
ENSRNOG00000052677	ENSRNOG00000052677	direct	AABR07007088.1
ENSRNOG00000052678	NA	unmapped	AABR07043940.1
ENSRNOG00000052679	ENSRNOG00000052679	direct	AABR07046669.2
ENSRNOG00000052680	NA	unmapped	AABR07014630.1
ENSRNOG00000052681	NA	unmapped	AABR07025745.1
ENSRNOG00000052682	NA	unmapped	AABR07030473.1
ENSRNOG00000052683	ENSRNOG00000052683	direct	U6
ENSRNOG00000052684	ENSRNOG00000052684	direct	U6
ENSRNOG00000052685	ENSRNOG00000020197	symbol	CD248
ENSRNOG00000052686	ENSRNOG00000052686	direct	AABR07031703.1
ENSRNOG00000052687	ENSRNOG00000052687	direct	MEGF8
ENSRNOG00000052688	ENSRNOG00000052688	direct	DNAH2
ENSRNOG00000052689	NA	unmapped	AABR07072264.4
ENSRNOG00000052690	NA	unmapped	AABR07042361.1
ENSRNOG00000052691	NA	unmapped	AABR07040908.1
ENSRNOG00000052692	ENSRNOG00000052692	direct	AC127920.2
ENSRNOG00000052693	NA	unmapped	AABR07006453.1
ENSRNOG00000052694	ENSRNOG00000052694	direct	AABR07037878.2
ENSRNOG00000052695	NA	unmapped	LOC102549869
ENSRNOG00000052696	NA	unmapped	AABR07071851.1
ENSRNOG00000052697	NA	unmapped	7SK
ENSRNOG00000052698	ENSRNOG00000052698	direct	AABR07044273.2
ENSRNOG00000052699	ENSRNOG00000056414	symbol	U4
ENSRNOG00000052700	NA	unmapped	AABR07001699.1
ENSRNOG00000052701	ENSRNOG00000062808	symbol	COA6
ENSRNOG00000052702	ENSRNOG00000052702	direct	RGD1562178
ENSRNOG00000052703	NA	unmapped	AABR07048624.1
ENSRNOG00000052704	ENSRNOG00000052704	direct	ATP6V0A2
ENSRNOG00000052705	NA	unmapped	AABR07032520.3
ENSRNOG00000052706	NA	unmapped	AABR07072841.1
ENSRNOG00000052707	ENSRNOG00000052707	direct	CACNA1A
ENSRNOG00000052708	NA	unmapped	AC097791.2
ENSRNOG00000052709	ENSRNOG00000078485	symbol	GM23319
ENSRNOG00000052710	ENSRNOG00000052710	direct	AABR07044388.4
ENSRNOG00000052711	NA	unmapped	7SK
ENSRNOG00000052712	ENSRNOG00000052712	direct	AABR07000900.1
ENSRNOG00000052713	NA	unmapped	AABR07024498.1
ENSRNOG00000052714	ENSRNOG00000052714	direct	SNORA63
ENSRNOG00000052715	ENSRNOG00000052715	direct	AABR07060833.2
ENSRNOG00000052716	NA	unmapped	AABR07063507.1
ENSRNOG00000052717	NA	unmapped	AABR07049681.1
ENSRNOG00000052718	NA	unmapped	AABR07061707.1
ENSRNOG00000052719	NA	unmapped	AC128637.1
ENSRNOG00000052720	ENSRNOG00000071338	symbol	U6
ENSRNOG00000052721	ENSRNOG00000052721	direct	KDM6A
ENSRNOG00000052722	ENSRNOG00000071337	symbol	SNORD115
ENSRNOG00000052723	ENSRNOG00000052723	direct	AABR07031154.1
ENSRNOG00000052724	NA	unmapped	AABR07066820.1
ENSRNOG00000052725	NA	unmapped	SHISAL1
ENSRNOG00000052726	NA	unmapped	AC128759.2
ENSRNOG00000052727	NA	unmapped	7SK
ENSRNOG00000052728	ENSRNOG00000050564	id_history	AABR07073021.1
ENSRNOG00000052729	ENSRNOG00000087687	id_history	OLR736
ENSRNOG00000052730	ENSRNOG00000052730	direct	PSMB3
ENSRNOG00000052731	NA	unmapped	AABR07059243.1
