feature_ID	symbol	biotype
ENSRNOG00000068174	Sp8	protein_coding
ENSRNOG00000068175	Sult1c2al1	protein_coding
ENSRNOG00000068179	nan	lncrna
ENSRNOG00000068180	Tmem91	protein_coding
ENSRNOG00000068183	Socs4	protein_coding
ENSRNOG00000068184	Vinac1	protein_coding
ENSRNOG00000068186	Muc3l1	protein_coding
ENSRNOG00000068198	C1h19orf84	protein_coding
ENSRNOG00000068201	Spin2bl1	protein_coding
ENSRNOG00000068204	nan	protein_coding
ENSRNOG00000068207	nan	lncrna
ENSRNOG00000068212	Krt33b	protein_coding
ENSRNOG00000068213	LOC120094615	protein_coding
ENSRNOG00000068215	Or13c3g	protein_coding
ENSRNOG00000068220	Ctdsp2	protein_coding
ENSRNOG00000068230	Ccdc182	protein_coding
ENSRNOG00000068233	Rps29-ps19	protein_coding
ENSRNOG00000068241	Zfp790l3	lncrna
ENSRNOG00000068243	Cdk5r1	protein_coding
ENSRNOG00000068254	Atp5mpl	protein_coding
ENSRNOG00000068261	Pacrg	protein_coding
ENSRNOG00000068263	Bbs12	protein_coding
ENSRNOG00000068265	LOC108348267	protein_coding
ENSRNOG00000068266	Nxpe5l1	protein_coding
ENSRNOG00000068269	nan	lncrna
ENSRNOG00000068271	nan	lncrna
ENSRNOG00000068273	Vom2r31	protein_coding
ENSRNOG00000068281	Ccdc195	protein_coding
ENSRNOG00000068287	nan	lncrna
ENSRNOG00000068289	nan	protein_coding
ENSRNOG00000068305	LOC689816	protein_coding
ENSRNOG00000068306	Hmgb1-ps34	protein_coding
ENSRNOG00000068310	C10h5orf58	protein_coding
ENSRNOG00000068313	Or4c130-ps1	protein_coding
ENSRNOG00000068327	Pdcd5	protein_coding
ENSRNOG00000068331	Poteml1	lncrna
ENSRNOG00000068332	Gfod1	protein_coding
ENSRNOG00000068345	nan	lncrna
ENSRNOG00000068347	nan	protein_coding
ENSRNOG00000068352	LOC102547612	protein_coding
ENSRNOG00000068353	nan	protein_coding
ENSRNOG00000068358	nan	lncrna
ENSRNOG00000068361	nan	lncrna
ENSRNOG00000068371	nan	lncrna
ENSRNOG00000068374	Insyn1	protein_coding
ENSRNOG00000068377	Prph2	protein_coding
ENSRNOG00000068378	Klk1	protein_coding
ENSRNOG00000068380	nan	protein_coding
ENSRNOG00000068391	Hsp90aa1-ps17	lncrna
ENSRNOG00000068397	LOC120097435	lncrna
ENSRNOG00000068399	Itgad	protein_coding
ENSRNOG00000068407	Pdxkl1	protein_coding
ENSRNOG00000068408	nan	lncrna
ENSRNOG00000068412	Fosl2	protein_coding
ENSRNOG00000068414	nan	lncrna
ENSRNOG00000068415	Lrrc15	protein_coding
ENSRNOG00000068418	Gbp6	protein_coding
ENSRNOG00000068425	Zfp551	protein_coding
ENSRNOG00000068426	nan	lncrna
ENSRNOG00000068431	Eppk1	protein_coding
ENSRNOG00000068434	Or5d47	protein_coding
ENSRNOG00000068444	Kcnj10	protein_coding
ENSRNOG00000068445	Rplp2	protein_coding
ENSRNOG00000068448	Arl15	protein_coding
ENSRNOG00000068452	Vom2r46	protein_coding
ENSRNOG00000068455	LOC102552530	lncrna
ENSRNOG00000068459	nan	protein_coding
ENSRNOG00000068465	Or2y14	protein_coding
ENSRNOG00000068467	Mir3542	mirna
ENSRNOG00000068468	Defa9	protein_coding
ENSRNOG00000068472	Ccdc201	protein_coding
ENSRNOG00000068476	Zfp101	protein_coding
ENSRNOG00000068478	nan	lncrna
ENSRNOG00000068483	nan	lncrna
ENSRNOG00000068484	nan	protein_coding
ENSRNOG00000068486	nan	lncrna
ENSRNOG00000068487	Mzt1	protein_coding
ENSRNOG00000068493	Slc25a2	protein_coding
ENSRNOG00000068499	nan	protein_coding
ENSRNOG00000068503	Rps10-ps21	protein_coding
ENSRNOG00000068515	nan	lncrna
ENSRNOG00000068518	LOC102553208	lncrna
ENSRNOG00000068519	nan	lncrna
ENSRNOG00000068521	nan	protein_coding
ENSRNOG00000068522	nan	protein_coding
ENSRNOG00000068523	LOC120095254	lncrna
ENSRNOG00000068524	Rps29-ps21	protein_coding
ENSRNOG00000068526	Svs4	protein_coding
ENSRNOG00000068530	LOC102548220	lncrna
ENSRNOG00000068533	nan	lncrna
ENSRNOG00000068534	nan	lncrna
ENSRNOG00000068537	Hs3st1	protein_coding
ENSRNOG00000068540	nan	protein_coding
ENSRNOG00000068541	LOC120095871	protein_coding
ENSRNOG00000068544	nan	protein_coding
ENSRNOG00000068549	nan	protein_coding
ENSRNOG00000068555	Nt5c1a	protein_coding
ENSRNOG00000068556	Cyp2a3	protein_coding
ENSRNOG00000068563	Zfp950l2	protein_coding
ENSRNOG00000068567	nan	lncrna
ENSRNOG00000068570	nan	lncrna
ENSRNOG00000068572	LOC102549740	lncrna
ENSRNOG00000068575	nan	protein_coding
ENSRNOG00000068576	nan	lncrna
ENSRNOG00000068580	Rgl4	protein_coding
ENSRNOG00000068586	LOC100365213	protein_coding
ENSRNOG00000068591	Or10ak7f	protein_coding
ENSRNOG00000068594	Olr36	protein_coding
ENSRNOG00000068599	C7h8orf82	protein_coding
ENSRNOG00000068600	nan	lncrna
ENSRNOG00000068606	LOC108352643	protein_coding
ENSRNOG00000068607	LOC102549174	lncrna
ENSRNOG00000068608	Znf57l	protein_coding
ENSRNOG00000068609	nan	protein_coding
ENSRNOG00000068619	LOC134482793	lncrna
ENSRNOG00000068620	Tex13c3	protein_coding
ENSRNOG00000068622	nan	protein_coding
ENSRNOG00000068623	LOC108352688	protein_coding
ENSRNOG00000068628	Klk1c6	protein_coding
ENSRNOG00000068632	LOC103690393	protein_coding
ENSRNOG00000068637	Or2t1	lncrna
ENSRNOG00000068642	Slc6a20a	protein_coding
ENSRNOG00000068651	nan	protein_coding
ENSRNOG00000068653	Or8i2	protein_coding
ENSRNOG00000068661	Zfp647	protein_coding
ENSRNOG00000068663	Vom1r97	protein_coding
ENSRNOG00000068667	nan	protein_coding
ENSRNOG00000068669	Ankrd66	protein_coding
ENSRNOG00000068672	Zfp950l16	protein_coding
ENSRNOG00000068673	nan	lncrna
ENSRNOG00000068676	Obox6l	protein_coding
ENSRNOG00000068677	LOC100909998	protein_coding
ENSRNOG00000068684	nan	lncrna
ENSRNOG00000068685	Klk1c2	protein_coding
ENSRNOG00000068686	nan	lncrna
ENSRNOG00000068687	Ubxn2a	protein_coding
ENSRNOG00000068690	Cmc2	protein_coding
ENSRNOG00000068691	Zfp950l5	protein_coding
ENSRNOG00000068695	Diras3	protein_coding
ENSRNOG00000068706	nan	protein_coding
ENSRNOG00000068707	Arhgdig	protein_coding
ENSRNOG00000068711	Slc50a1-ps1	protein_coding
ENSRNOG00000068712	Snn	protein_coding
ENSRNOG00000068714	nan	lncrna
ENSRNOG00000068717	Ccdc167	protein_coding
ENSRNOG00000068718	nan	lncrna
ENSRNOG00000068720	nan	lncrna
ENSRNOG00000068722	nan	lncrna
ENSRNOG00000068726	Pramel	protein_coding
ENSRNOG00000068728	Adam26a	protein_coding
ENSRNOG00000068730	Vom2r-ps113	protein_coding
ENSRNOG00000068743	Prrc2c	protein_coding
ENSRNOG00000068747	nan	lncrna
ENSRNOG00000068754	Cd244l1	protein_coding
ENSRNOG00000068755	nan	lncrna
ENSRNOG00000068756	Iba57	protein_coding
ENSRNOG00000068757	Ubbl1	protein_coding
ENSRNOG00000068766	nan	lncrna
ENSRNOG00000068767	Ppp1r3f	protein_coding
ENSRNOG00000068771	Or8k32	protein_coding
ENSRNOG00000068772	nan	protein_coding
ENSRNOG00000068777	Pwwp4	protein_coding
ENSRNOG00000068779	LOC134480488	protein_coding
ENSRNOG00000068780	nan	lncrna
ENSRNOG00000068784	LOC120093742	protein_coding
ENSRNOG00000068786	nan	protein_coding
ENSRNOG00000068795	nan	protein_coding
ENSRNOG00000068796	nan	protein_coding
ENSRNOG00000068806	Sdr42e2	protein_coding
ENSRNOG00000068810	Or5an9	protein_coding
ENSRNOG00000068816	Mrpl50	protein_coding
ENSRNOG00000068825	nan	lncrna
ENSRNOG00000068826	Mgat1	protein_coding
ENSRNOG00000068830	nan	lncrna
ENSRNOG00000068831	nan	protein_coding
ENSRNOG00000068835	Zfp808l2	protein_coding
ENSRNOG00000068841	LOC102555808	lncrna
ENSRNOG00000068845	nan	protein_coding
ENSRNOG00000068848	Onecut3	protein_coding
ENSRNOG00000068861	nan	protein_coding
ENSRNOG00000068863	Spetex2cl1	protein_coding
ENSRNOG00000068864	Or2t48	protein_coding
ENSRNOG00000068869	Spink1	protein_coding
ENSRNOG00000068875	nan	lncrna
ENSRNOG00000068876	nan	protein_coding
ENSRNOG00000068885	LOC120093102	lncrna
ENSRNOG00000068893	nan	protein_coding
ENSRNOG00000068894	Tssk1b	protein_coding
ENSRNOG00000068900	Zcchc3	protein_coding
ENSRNOG00000068905	nan	lncrna
ENSRNOG00000068909	Cyp11b1	protein_coding
ENSRNOG00000068913	Mpzl3	protein_coding
ENSRNOG00000068914	Nrep	protein_coding
ENSRNOG00000068915	nan	protein_coding
ENSRNOG00000068920	nan	protein_coding
ENSRNOG00000068922	Oas1f	protein_coding
ENSRNOG00000068923	Gng4	protein_coding
ENSRNOG00000068936	LOC120097770	lncrna
ENSRNOG00000068937	Insm1	protein_coding
ENSRNOG00000068953	nan	lncrna
ENSRNOG00000068955	Rps13	protein_coding
ENSRNOG00000068956	Rpl8	protein_coding
ENSRNOG00000068959	nan	lncrna
ENSRNOG00000068971	nan	lncrna
ENSRNOG00000068977	nan	lncrna
ENSRNOG00000068978	Cyp11b3	protein_coding
ENSRNOG00000068980	Vom1r-ps20	protein_coding
ENSRNOG00000068984	Gbp1	protein_coding
ENSRNOG00000068986	Erfl	protein_coding
ENSRNOG00000068988	Vom2r52	protein_coding
ENSRNOG00000068993	Btnl12	protein_coding
ENSRNOG00000068994	nan	lncrna
ENSRNOG00000069004	Ces1c	protein_coding
ENSRNOG00000069005	Haus3	protein_coding
ENSRNOG00000069013	nan	protein_coding
ENSRNOG00000069017	Plpp5	protein_coding
ENSRNOG00000069020	nan	lncrna
ENSRNOG00000069021	nan	lncrna
ENSRNOG00000069024	Dusp1	protein_coding
ENSRNOG00000069027	Krtap28-13	protein_coding
ENSRNOG00000069029	nan	protein_coding
ENSRNOG00000069032	LOC120093819	protein_coding
ENSRNOG00000069034	Znf624l	protein_coding
ENSRNOG00000069050	nan	protein_coding
ENSRNOG00000069051	nan	lncrna
ENSRNOG00000069052	nan	protein_coding
ENSRNOG00000069054	nan	lncrna
ENSRNOG00000069055	nan	lncrna
ENSRNOG00000069058	nan	lncrna
ENSRNOG00000069060	Or7g18	protein_coding
ENSRNOG00000069062	Fam236d	protein_coding
ENSRNOG00000069065	Fam181b	protein_coding
ENSRNOG00000069067	Oosp4a	protein_coding
ENSRNOG00000069069	nan	protein_coding
ENSRNOG00000069072	Ly49i2	protein_coding
ENSRNOG00000069076	Obox2	protein_coding
ENSRNOG00000069083	nan	lncrna
ENSRNOG00000069086	Or9e1	protein_coding
ENSRNOG00000069091	Paqr4	protein_coding
ENSRNOG00000069093	nan	protein_coding
ENSRNOG00000069094	nan	protein_coding
ENSRNOG00000069103	nan	lncrna
ENSRNOG00000069104	Or51b4	protein_coding
ENSRNOG00000069107	Luzp4	protein_coding
ENSRNOG00000069113	Rpl26-ps2	protein_coding
ENSRNOG00000069116	nan	protein_coding
ENSRNOG00000069117	Mmgt2	protein_coding
ENSRNOG00000069118	LOC102552925	lncrna
ENSRNOG00000069125	nan	lncrna
ENSRNOG00000069129	nan	lncrna
ENSRNOG00000069138	nan	protein_coding
ENSRNOG00000069142	Ptp4a2l1	protein_coding
ENSRNOG00000069144	nan	lncrna
ENSRNOG00000069149	Vom2r55	protein_coding
ENSRNOG00000069152	nan	lncrna
ENSRNOG00000069154	nan	lncrna
ENSRNOG00000069156	nan	protein_coding
ENSRNOG00000069157	Chchd4	protein_coding
ENSRNOG00000069159	nan	lncrna
ENSRNOG00000069160	Pitpnc1	protein_coding
ENSRNOG00000069166	Or13p8b	protein_coding
ENSRNOG00000069173	RGD1563285	protein_coding
ENSRNOG00000069176	Adh6	protein_coding
ENSRNOG00000069177	nan	lncrna
ENSRNOG00000069185	Tmem9b	protein_coding
ENSRNOG00000069187	Inip	protein_coding
ENSRNOG00000069198	Lrmda	protein_coding
ENSRNOG00000069206	Kbtbd3	protein_coding
ENSRNOG00000069209	nan	protein_coding
ENSRNOG00000069211	Itih6	protein_coding
ENSRNOG00000069222	nan	lncrna
ENSRNOG00000069224	nan	protein_coding
ENSRNOG00000069232	nan	lncrna
ENSRNOG00000069233	Hist1h2bc	protein_coding
ENSRNOG00000069239	Slc22a21	protein_coding
ENSRNOG00000069246	Abcg3l3	protein_coding
ENSRNOG00000069252	Ptchd1	protein_coding
ENSRNOG00000069253	Fam9c	protein_coding
ENSRNOG00000069261	nan	protein_coding
ENSRNOG00000069263	nan	lncrna
ENSRNOG00000069267	Pthlh	protein_coding
ENSRNOG00000069270	B3galt9	protein_coding
ENSRNOG00000069271	Ttn	protein_coding
ENSRNOG00000069274	Raet1ll2	lncrna
ENSRNOG00000069276	Zfp619l1	protein_coding
ENSRNOG00000069278	Nxpe5l2	protein_coding
ENSRNOG00000069282	Lcnl	protein_coding
ENSRNOG00000069283	nan	protein_coding
ENSRNOG00000069286	Ube2d2	protein_coding
ENSRNOG00000069288	Spata31d1b	protein_coding
ENSRNOG00000069300	Arl4a	protein_coding
ENSRNOG00000069303	Sh3bgrl1	protein_coding
ENSRNOG00000069309	Klk1c12	protein_coding
ENSRNOG00000069312	nan	protein_coding
ENSRNOG00000069314	Lrrc3c	protein_coding
ENSRNOG00000069320	Cyp2a2	protein_coding
ENSRNOG00000069323	LOC120099144	protein_coding
ENSRNOG00000069324	nan	lncrna
ENSRNOG00000069330	Ackr1	protein_coding
ENSRNOG00000069336	nan	lncrna
ENSRNOG00000069337	nan	protein_coding
ENSRNOG00000069338	Or9a2	protein_coding
ENSRNOG00000069340	nan	lncrna
ENSRNOG00000069342	Rps20l3	protein_coding
ENSRNOG00000069344	Or5b96	protein_coding
ENSRNOG00000069351	nan	lncrna
ENSRNOG00000069352	Aqp10	protein_coding
ENSRNOG00000069353	C1galt1c1	protein_coding
ENSRNOG00000069357	Pilrb1l2	protein_coding
ENSRNOG00000069361	Pde6g	protein_coding
ENSRNOG00000069367	nan	lncrna
ENSRNOG00000069369	Ankrd62l	protein_coding
ENSRNOG00000069372	Fam83b	protein_coding
ENSRNOG00000069373	Hist1h2bc	protein_coding
ENSRNOG00000069375	Kctd12b	protein_coding
ENSRNOG00000069380	nan	lncrna
ENSRNOG00000069384	Ubb-ps1	protein_coding
ENSRNOG00000069385	nan	lncrna
ENSRNOG00000069390	Smokyl-ps1	protein_coding
ENSRNOG00000069394	Fam98b-ps1	protein_coding
ENSRNOG00000069400	nan	lncrna
ENSRNOG00000069413	S100a14	protein_coding
ENSRNOG00000069414	Igkvl13	protein_coding
ENSRNOG00000069417	nan	protein_coding
ENSRNOG00000069420	Sh2d1b2	protein_coding
ENSRNOG00000069423	LOC134480950	lncrna
ENSRNOG00000069425	nan	protein_coding
ENSRNOG00000069428	LOC103691690	lncrna
ENSRNOG00000069431	Rpl21l1	protein_coding
ENSRNOG00000069434	nan	protein_coding
ENSRNOG00000069445	nan	lncrna
ENSRNOG00000069449	Zfp119bl	protein_coding
ENSRNOG00000069450	Or10a3	protein_coding
ENSRNOG00000069458	Ap1g1	protein_coding
ENSRNOG00000069468	Krt18	protein_coding
ENSRNOG00000069471	nan	protein_coding
ENSRNOG00000069478	Ccdc7a	protein_coding
ENSRNOG00000069479	nan	protein_coding
ENSRNOG00000069480	nan	protein_coding
ENSRNOG00000069481	Abcg3l1	protein_coding
ENSRNOG00000069488	nan	lncrna
ENSRNOG00000069489	nan	lncrna
ENSRNOG00000069498	Gvinp1	protein_coding
ENSRNOG00000069504	nan	lncrna
ENSRNOG00000069512	nan	protein_coding
ENSRNOG00000069516	Scrg1	protein_coding
ENSRNOG00000069517	nan	lncrna
ENSRNOG00000069519	nan	protein_coding
ENSRNOG00000069521	Fzd8	protein_coding
ENSRNOG00000069523	nan	lncrna
ENSRNOG00000069526	nan	lncrna
ENSRNOG00000069527	Isg15	protein_coding
ENSRNOG00000069530	Zfp81	protein_coding
ENSRNOG00000069533	nan	lncrna
ENSRNOG00000069539	Zfp74	protein_coding
ENSRNOG00000069550	Tmem238l	protein_coding
ENSRNOG00000069553	Krtap10-10l2	protein_coding
ENSRNOG00000069556	LOC120099250	protein_coding
ENSRNOG00000069557	nan	lncrna
ENSRNOG00000069560	LOC102553576	lncrna
ENSRNOG00000069564	Sertm2	protein_coding
ENSRNOG00000069569	nan	protein_coding
ENSRNOG00000069573	nan	protein_coding
ENSRNOG00000069578	Hist1h2bq	protein_coding
ENSRNOG00000069581	Rpl22	protein_coding
ENSRNOG00000069584	Rnase1l2	protein_coding
ENSRNOG00000069591	Hoxd11	protein_coding
ENSRNOG00000069592	LOC120095179	lncrna
ENSRNOG00000069594	nan	lncrna
ENSRNOG00000069595	Rpl10al1	protein_coding
ENSRNOG00000069600	Rac3	protein_coding
ENSRNOG00000069605	Leng9	protein_coding
ENSRNOG00000069606	nan	protein_coding
ENSRNOG00000069610	nan	protein_coding
ENSRNOG00000069612	Prl7a1l-ps1	protein_coding
ENSRNOG00000069613	nan	lncrna
ENSRNOG00000069620	Cyp2b14	protein_coding
ENSRNOG00000069623	nan	lncrna
ENSRNOG00000069630	Rsl1d1	protein_coding
ENSRNOG00000069633	Itpripl2	protein_coding
ENSRNOG00000069635	Tnfaip8l1	protein_coding
ENSRNOG00000069640	LOC102551114	protein_coding
ENSRNOG00000069646	LOC134484257	protein_coding
ENSRNOG00000069648	C12h12orf76	protein_coding
ENSRNOG00000069659	Ubcl1	protein_coding
ENSRNOG00000069663	Arl4c	protein_coding
ENSRNOG00000069669	nan	protein_coding
ENSRNOG00000069670	Ugt2b	protein_coding
ENSRNOG00000069673	Pnpla2	protein_coding
ENSRNOG00000069688	Olfr1350	protein_coding
ENSRNOG00000069690	LOC134479028	protein_coding
ENSRNOG00000069692	LOC120099313	protein_coding
ENSRNOG00000069697	Gsto2	protein_coding
ENSRNOG00000069699	Slc25a53	protein_coding
ENSRNOG00000069701	nan	protein_coding
ENSRNOG00000069705	nan	lncrna
ENSRNOG00000069707	nan	protein_coding
ENSRNOG00000069710	Nat8f2	protein_coding
ENSRNOG00000069713	nan	lncrna
ENSRNOG00000069730	nan	lncrna
ENSRNOG00000069740	nan	lncrna
ENSRNOG00000069744	Clec2d2l2	protein_coding
ENSRNOG00000069749	Rnf170	protein_coding
ENSRNOG00000069755	Np4	protein_coding
ENSRNOG00000069756	Ccdc92b	protein_coding
ENSRNOG00000069757	nan	protein_coding
ENSRNOG00000069762	MGC93861	protein_coding
ENSRNOG00000069767	Vom2r5	protein_coding
ENSRNOG00000069768	nan	protein_coding
ENSRNOG00000069775	LOC102549347	lncrna
ENSRNOG00000069776	Setl2	protein_coding
ENSRNOG00000069780	nan	lncrna
ENSRNOG00000069786	nan	lncrna
ENSRNOG00000069792	Hint1l2	protein_coding
ENSRNOG00000069796	Hgsnat	protein_coding
ENSRNOG00000069806	Rpl10-ps13	lncrna
ENSRNOG00000069807	Mrgprg	protein_coding
ENSRNOG00000069809	nan	protein_coding
ENSRNOG00000069815	nan	protein_coding
ENSRNOG00000069823	nan	protein_coding
ENSRNOG00000069827	nan	lncrna
ENSRNOG00000069829	Slc9b1	protein_coding
ENSRNOG00000069830	LOC134485158	protein_coding
ENSRNOG00000069837	nan	lncrna
ENSRNOG00000069840	Pcdh11x	protein_coding
ENSRNOG00000069854	Pbld2	protein_coding
ENSRNOG00000069857	nan	lncrna
ENSRNOG00000069860	Smim36	protein_coding
ENSRNOG00000069861	nan	lncrna
ENSRNOG00000069862	nan	lncrna
ENSRNOG00000069863	LOC120095862	lncrna
ENSRNOG00000069865	Zfp37	protein_coding
ENSRNOG00000069867	nan	protein_coding
ENSRNOG00000069869	Mir6319-2	mirna
ENSRNOG00000069872	nan	lncrna
ENSRNOG00000069877	Ctsll3	protein_coding
ENSRNOG00000069878	nan	protein_coding
ENSRNOG00000069880	nan	lncrna
ENSRNOG00000069885	LOC120100890	lncrna
ENSRNOG00000069890	nan	lncrna
ENSRNOG00000069891	Spem3	protein_coding
ENSRNOG00000069893	nan	lncrna
ENSRNOG00000069900	Ypel4	protein_coding
ENSRNOG00000069903	nan	lncrna
ENSRNOG00000069907	LOC108348229	protein_coding
ENSRNOG00000069914	Or5w8	protein_coding
ENSRNOG00000069916	Mrln	protein_coding
ENSRNOG00000069921	Zfp729b	protein_coding
ENSRNOG00000069924	Gtsf1l	protein_coding
ENSRNOG00000069925	Adal	protein_coding
ENSRNOG00000069926	LOC120101758	lncrna
ENSRNOG00000069931	nan	lncrna
ENSRNOG00000069933	Ces2f	protein_coding
ENSRNOG00000069937	Or10a48	protein_coding
ENSRNOG00000069940	nan	protein_coding
ENSRNOG00000069946	nan	lncrna
ENSRNOG00000069949	Cyp2b15	protein_coding
ENSRNOG00000069952	LOC102556390	lncrna
ENSRNOG00000069964	nan	lncrna
ENSRNOG00000069965	Or8g18c	protein_coding
ENSRNOG00000069967	Sumo4	protein_coding
ENSRNOG00000069976	Znf709l	protein_coding
ENSRNOG00000069977	Dlgap5l2	protein_coding
ENSRNOG00000069979	C1h19orf85	protein_coding
ENSRNOG00000069984	Srsf12	protein_coding
ENSRNOG00000069986	nan	lncrna
ENSRNOG00000069992	Sgpp2	protein_coding
ENSRNOG00000069998	Gid4	protein_coding
ENSRNOG00000070010	H2ac4	protein_coding
ENSRNOG00000070011	Carmn	lncrna
ENSRNOG00000070015	Spetex2g	protein_coding
ENSRNOG00000070025	Serpinb6e	protein_coding
ENSRNOG00000070028	LOC100912027	protein_coding
ENSRNOG00000070030	nan	lncrna
ENSRNOG00000070031	nan	protein_coding
ENSRNOG00000070034	Ankub1	protein_coding
ENSRNOG00000070037	nan	lncrna
ENSRNOG00000070039	nan	lncrna
ENSRNOG00000070041	Or51l14	protein_coding
ENSRNOG00000070042	nan	lncrna
ENSRNOG00000070043	Ces2g	protein_coding
ENSRNOG00000070045	nan	lncrna
ENSRNOG00000070046	Cdc45	protein_coding
ENSRNOG00000070049	nan	protein_coding
ENSRNOG00000070054	nan	protein_coding
ENSRNOG00000070062	nan	lncrna
ENSRNOG00000070065	nan	lncrna
ENSRNOG00000070068	Cyb5a	protein_coding
ENSRNOG00000070073	Kti12	protein_coding
ENSRNOG00000070077	Tor1aip2l1	protein_coding
ENSRNOG00000070083	Mylk4	protein_coding
ENSRNOG00000070084	LOC120095617	lncrna
ENSRNOG00000070089	LOC108352565	lncrna
ENSRNOG00000070092	Dnah14	protein_coding
ENSRNOG00000070099	Crb3	protein_coding
ENSRNOG00000070103	Gm13398	protein_coding
ENSRNOG00000070104	nan	lncrna
ENSRNOG00000070105	nan	lncrna
ENSRNOG00000070106	Zfp808l2	protein_coding
ENSRNOG00000070110	Klk1c8	protein_coding
ENSRNOG00000070111	Apol2	protein_coding
ENSRNOG00000070112	Knop1	protein_coding
ENSRNOG00000070119	Pbx1	protein_coding
ENSRNOG00000070121	Nsun3	protein_coding
ENSRNOG00000070126	nan	lncrna
ENSRNOG00000070133	nan	protein_coding
ENSRNOG00000070136	Ubl4b	protein_coding
ENSRNOG00000070148	nan	lncrna
ENSRNOG00000070149	Fut9	protein_coding
ENSRNOG00000070156	nan	lncrna
ENSRNOG00000070157	nan	lncrna
ENSRNOG00000070159	nan	protein_coding
ENSRNOG00000070164	Or52m1	protein_coding
ENSRNOG00000070170	Zfp46	protein_coding
ENSRNOG00000070180	Prkag1	protein_coding
ENSRNOG00000070182	nan	lncrna
ENSRNOG00000070184	C1h6orf120	protein_coding
ENSRNOG00000070190	Cd300lb	protein_coding
ENSRNOG00000070196	Brcc3dc	protein_coding
ENSRNOG00000070201	Exoc7	protein_coding
ENSRNOG00000070202	Pgpep1l	protein_coding
ENSRNOG00000070206	Irf2bp2	protein_coding
ENSRNOG00000070220	nan	protein_coding
ENSRNOG00000070234	Zfp141	protein_coding
ENSRNOG00000070236	nan	lncrna
ENSRNOG00000070242	Tent5c	protein_coding
ENSRNOG00000070249	nan	protein_coding
ENSRNOG00000070257	Zfp950l8	protein_coding
ENSRNOG00000070267	nan	protein_coding
ENSRNOG00000070268	Pnrc2	protein_coding
ENSRNOG00000070269	nan	protein_coding
ENSRNOG00000070270	nan	lncrna
ENSRNOG00000070271	nan	lncrna
ENSRNOG00000070277	LOC108349241	lncrna
ENSRNOG00000070281	RGD1559747	protein_coding
ENSRNOG00000070283	nan	lncrna
ENSRNOG00000070288	LOC120099868	protein_coding
ENSRNOG00000070289	LOC102552485	protein_coding
ENSRNOG00000070291	Klk1c4	protein_coding
ENSRNOG00000070294	Tmdd1	protein_coding
ENSRNOG00000070295	nan	lncrna
ENSRNOG00000070300	Znf729l-ps1	lncrna
ENSRNOG00000070301	nan	protein_coding
ENSRNOG00000070302	nan	protein_coding
ENSRNOG00000070309	nan	lncrna
ENSRNOG00000070318	nan	lncrna
ENSRNOG00000070319	Zfp950l4	protein_coding
ENSRNOG00000070320	Taar8a	protein_coding
ENSRNOG00000070322	nan	lncrna
ENSRNOG00000070329	nan	protein_coding
ENSRNOG00000070336	Try10	protein_coding
ENSRNOG00000070355	Tedc1	protein_coding
ENSRNOG00000070362	Hist1h2bg	protein_coding
ENSRNOG00000070365	Or10d1g	protein_coding
ENSRNOG00000070368	Stx19	protein_coding
ENSRNOG00000070374	Olr1271	protein_coding
ENSRNOG00000070375	Mug1l1	protein_coding
ENSRNOG00000070376	nan	lncrna
ENSRNOG00000070386	Paip2b	protein_coding
ENSRNOG00000070387	Serpinb3	protein_coding
ENSRNOG00000070391	Spaar	protein_coding
ENSRNOG00000070392	Spty2d1	protein_coding
ENSRNOG00000070399	Gbp6-ps2	protein_coding
ENSRNOG00000070401	Or1e34	protein_coding
ENSRNOG00000070415	nan	protein_coding
ENSRNOG00000070422	Cstf2t	protein_coding
ENSRNOG00000070428	nan	protein_coding
ENSRNOG00000070431	Efcab8	protein_coding
ENSRNOG00000070433	nan	lncrna
ENSRNOG00000070434	C2h1orf162	protein_coding
ENSRNOG00000070435	nan	lncrna
ENSRNOG00000070440	LOC100910341	protein_coding
ENSRNOG00000070444	Ear1l1	protein_coding
ENSRNOG00000070448	Or5b114	protein_coding
ENSRNOG00000070450	nan	lncrna
ENSRNOG00000070456	Vom1r113	protein_coding
ENSRNOG00000070467	Pnma6e	protein_coding
ENSRNOG00000070469	Hmgb4l6	protein_coding
ENSRNOG00000070470	Krt6c	protein_coding
ENSRNOG00000070472	Nxpe4	protein_coding
ENSRNOG00000070479	nan	lncrna
ENSRNOG00000070494	Or10a3c	protein_coding
ENSRNOG00000070496	nan	lncrna
ENSRNOG00000070506	Chst8	protein_coding
ENSRNOG00000070509	Gal3st2c	protein_coding
ENSRNOG00000070510	nan	lncrna
ENSRNOG00000070513	Hist1h4m	protein_coding
ENSRNOG00000070514	Or14j3d	protein_coding
ENSRNOG00000070516	Ptbp1-ps3	protein_coding
ENSRNOG00000070518	Gdf1	protein_coding
ENSRNOG00000070520	nan	lncrna
ENSRNOG00000070521	nan	protein_coding
ENSRNOG00000070523	Mxd3	protein_coding
ENSRNOG00000070531	Ltb	protein_coding
ENSRNOG00000070533	Or8g21	protein_coding
ENSRNOG00000070534	LOC100912028	protein_coding
ENSRNOG00000070542	Ercc4	protein_coding
ENSRNOG00000070553	Gltpd2	protein_coding
ENSRNOG00000070554	nan	lncrna
ENSRNOG00000070558	C15h13orf42	protein_coding
ENSRNOG00000070559	Hrgl1	protein_coding
ENSRNOG00000070572	Gosr1	protein_coding
